hour_ending_str,LZ_AEN,LZ_CPS,LZ_HOUSTON,LZ_LCRA,LZ_NORTH,LZ_RAYBN,LZ_SOUTH,LZ_WEST
01/01/2024 00:00,13.8025,15.32,12.56,14.175,14.02,14.0075,4.952500000000001,15.425
01/01/2024 01:00,14.7375,15.87,13.82,15.012500000000001,14.9025,14.8925,7.785,15.934999999999999
01/01/2024 02:00,15.905000000000001,15.97,15.9725,15.932500000000001,16.0925,16.1075,15.07,19.005
01/01/2024 03:00,16.994999999999997,16.994999999999997,16.994999999999997,16.994999999999997,16.994999999999997,16.994999999999997,16.79,16.994999999999997
01/01/2024 04:00,17.9525,17.9525,17.9525,17.9525,17.9525,17.9525,17.9525,17.9525
01/01/2024 05:00,20.6575,20.6575,20.6575,20.6575,20.6575,20.6575,19.8025,20.6575
01/01/2024 06:00,22.47,22.47,22.47,22.47,22.47,22.47,21.52,22.47
01/01/2024 07:00,26.1525,26.155,26.1625,26.155,26.165,26.1675,26.175,26.365000000000002
01/01/2024 08:00,31.0875,31.0875,31.0875,31.0875,31.0875,31.0875,31.0875,31.0875
01/01/2024 09:00,40.095,40.095,40.095,40.095,40.095,40.095,40.095,40.095
01/01/2024 10:00,22.3275,22.3275,22.3275,22.3275,22.3275,22.3275,22.3275,22.3275
01/01/2024 11:00,22.2275,22.2275,22.2275,22.2275,22.2275,22.2275,22.2275,22.2275
01/01/2024 12:00,21.03,20.95,21.1075,21.009999999999998,21.2875,21.2625,20.98,21.44
01/01/2024 13:00,20.25,20.2075,20.2875,20.240000000000002,20.380000000000003,20.37,20.225,20.455000000000002
01/01/2024 14:00,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825,18.3825
01/01/2024 15:00,16.6075,16.6075,16.6075,16.6075,16.6075,16.6075,16.6075,16.6075
01/01/2024 16:00,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002,16.060000000000002
01/01/2024 17:00,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
01/01/2024 18:00,54.442499999999995,50.332499999999996,55.5725,54.2725,59.54,59.620000000000005,47.6,67.1675
01/01/2024 19:00,46.56,46.73,47.2275,46.635,47.8225,47.9325,47.792500000000004,67.53
01/01/2024 20:00,36.855000000000004,36.9,37.0275,36.885000000000005,37.182500000000005,37.207499999999996,34.7625,42.235
01/01/2024 21:00,44.542500000000004,44.57,44.65,44.5525,44.7425,44.7575,44.825,47.835
01/01/2024 22:00,40.8575,40.8575,40.8575,40.8575,40.8575,40.8575,40.8575,40.8575
01/01/2024 23:00,26.2775,26.2775,26.2775,26.2775,26.2775,26.2775,26.2775,26.2775
01/01/2025 00:00,20.2875,20.2875,20.2875,20.2875,20.2875,20.2875,20.2875,20.2875
01/01/2025 01:00,18.0775,18.0775,18.0775,18.0775,18.0775,18.0775,18.0775,18.0775
01/01/2025 02:00,17.6875,17.6875,17.6875,17.6875,17.6875,17.6875,17.6875,17.6875
01/01/2025 03:00,17.095,17.095,17.095,17.095,17.095,17.095,17.095,17.095
01/01/2025 04:00,17.302500000000002,17.685,16.98,17.435,17.39,17.39,15.2025,17.7875
01/01/2025 05:00,18.9225,19.36,18.5475,19.07,19.0225,19.02,16.5525,19.4775
01/01/2025 06:00,20.82,21.415,20.3125,21.0225,20.9575,20.9575,17.5825,21.5825
01/01/2025 07:00,20.2925,20.1475,20.5325,20.155,21.39,21.2625,20.36,22.0
01/01/2025 08:00,19.1175,17.9825,20.6125,18.25,24.065,23.4575,19.175,26.384999999999998
01/01/2025 09:00,16.5825,15.950000000000001,17.42,16.0825,19.35,19.0075,16.135,20.75
01/01/2025 10:00,12.4525,12.4525,12.4525,12.4525,12.4525,12.4525,12.4525,12.4525
01/01/2025 11:00,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61
01/01/2025 12:00,14.0075,13.84,14.0525,14.035,14.175,14.18,13.7,14.4525
01/01/2025 13:00,14.6875,14.045,14.8075,14.78,15.3325,15.3475,13.615,16.365000000000002
01/01/2025 14:00,14.7975,14.595,14.872499999999999,14.84,15.0225,15.0275,14.175,15.335
01/01/2025 15:00,13.0975,13.084999999999999,13.1175,13.0975,13.105,13.105,12.540000000000001,13.0825
01/01/2025 16:00,1.8,1.7975,1.8074999999999999,1.8,1.8025,1.8025,1.735,1.7975
01/01/2025 17:00,21.6175,21.612499999999997,21.619999999999997,21.6175,21.6175,21.6175,21.564999999999998,21.615
01/01/2025 18:00,39.4225,36.7375,46.082499999999996,34.0175,53.985,54.417500000000004,41.307500000000005,66.3425
01/01/2025 19:00,65.4725,62.81,72.22,59.917500000000004,80.18,80.59,67.465,92.575
01/01/2025 20:00,82.6275,81.94999999999999,84.3675,81.22749999999999,86.4075,86.5125,83.115,89.5875
01/01/2025 21:00,52.855000000000004,52.855000000000004,52.855000000000004,52.855000000000004,52.855000000000004,52.855000000000004,52.855000000000004,52.855000000000004
01/01/2025 22:00,28.575,28.66,28.509999999999998,28.61,28.3875,28.38,28.615,30.5075
01/01/2025 23:00,25.92,26.185000000000002,25.735,26.0325,25.375,25.35,26.045,31.7
01/02/2024 00:00,22.69,22.69,22.69,22.69,22.69,22.69,22.69,22.69
01/02/2024 01:00,21.68,21.68,21.68,21.68,21.68,21.68,21.68,21.68
01/02/2024 02:00,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
01/02/2024 03:00,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29
01/02/2024 04:00,19.7075,19.7075,19.7075,19.7075,19.7075,19.7075,19.7075,19.7075
01/02/2024 05:00,18.57,18.57,18.57,18.57,18.57,18.57,18.57,18.57
01/02/2024 06:00,20.8725,20.9,20.985,20.8675,21.085,21.1075,21.195,24.445
01/02/2024 07:00,35.815,35.9,36.1325,35.8025,36.415,36.4675,36.71,45.655
01/02/2024 08:00,44.9525,45.1725,47.1,45.315,49.0525,49.2625,48.3475,79.295
01/02/2024 09:00,39.755,40.0725,40.989999999999995,39.6525,42.0725,42.2775,43.295,77.9775
01/02/2024 10:00,50.4525,50.0125,50.582499999999996,50.397499999999994,51.0125,51.019999999999996,50.1125,51.832499999999996
01/02/2024 11:00,32.3925,30.689999999999998,32.8975,32.185,34.5625,34.59,28.9325,37.7375
01/02/2024 12:00,23.555,23.555,23.555,23.555,23.555,23.555,21.4725,23.555
01/02/2024 13:00,22.509999999999998,22.509999999999998,22.509999999999998,22.509999999999998,22.509999999999998,22.509999999999998,20.2075,22.509999999999998
01/02/2024 14:00,24.96,24.96,24.96,24.96,24.96,24.96,21.4175,24.96
01/02/2024 15:00,26.259999999999998,26.259999999999998,26.259999999999998,26.259999999999998,26.259999999999998,26.259999999999998,19.177500000000002,26.259999999999998
01/02/2024 16:00,27.505,27.505,27.505,27.505,27.505,27.505,18.0175,27.505
01/02/2024 17:00,33.69,33.69,33.69,33.69,33.69,33.69,22.2275,33.69
01/02/2024 18:00,54.667500000000004,52.2575,54.5775,54.6975,60.0325,60.0975,34.7975,68.945
01/02/2024 19:00,71.7675,72.14,72.47749999999999,71.7475,73.43,73.58500000000001,70.225,98.89
01/02/2024 20:00,49.185,49.254999999999995,51.0125,49.095,52.87,53.177499999999995,53.475,100.69
01/02/2024 21:00,42.0025,36.8375,45.787499999999994,41.355000000000004,54.6125,55.1875,39.875,137.86
01/02/2024 22:00,34.7825,29.3375,39.52,34.05,48.4925,49.07,34.965,124.685
01/02/2024 23:00,21.8525,21.7475,24.872500000000002,21.5825,28.814999999999998,29.375,27.6575,118.995
01/02/2025 00:00,20.962500000000002,21.067500000000003,20.89,21.0025,20.7425,20.7325,21.0275,23.265
01/02/2025 01:00,19.8525,19.869999999999997,19.8425,19.8625,19.82,19.82,19.8675,20.2175
01/02/2025 02:00,18.9875,18.9875,18.985,18.9875,18.9825,18.9825,18.9875,18.9875
01/02/2025 03:00,18.927500000000002,18.927500000000002,18.92,18.927500000000002,18.9075,18.905,18.927500000000002,18.96
01/02/2025 04:00,19.2975,19.3,19.2875,19.2975,19.27,19.27,19.2975,19.3675
01/02/2025 05:00,20.33,20.33,20.33,20.33,20.310000000000002,20.310000000000002,20.33,20.37
01/02/2025 06:00,21.1275,21.1275,21.1225,21.1325,21.1,21.1,21.2275,21.16
01/02/2025 07:00,24.552500000000002,24.555,24.552500000000002,24.5625,24.53,24.525,24.66,24.6
01/02/2025 08:00,23.9225,23.9325,23.9225,24.035,23.9025,23.8975,26.212500000000002,23.97
01/02/2025 09:00,21.7175,21.72,21.7175,21.8475,21.7075,21.705,24.095,21.7375
01/02/2025 10:00,20.8925,22.3275,20.835,21.3075,19.86,19.8475,24.67,22.5175
01/02/2025 11:00,23.0275,23.28,23.1525,22.975,23.095,23.1025,24.605,23.88
01/02/2025 12:00,22.9425,22.9425,23.052500000000002,22.7825,23.155,23.1575,22.93,23.2675
01/02/2025 13:00,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61
01/02/2025 14:00,27.575,27.575,27.575,27.575,27.575,27.575,27.575,27.575
01/02/2025 15:00,27.005,27.005,27.005,27.005,27.005,27.005,27.005,27.005
01/02/2025 16:00,24.3925,24.3925,24.3925,24.3925,24.3925,24.3925,24.3925,24.3925
01/02/2025 17:00,27.455000000000002,27.455000000000002,27.455000000000002,27.455000000000002,27.455000000000002,27.455000000000002,27.455000000000002,27.455000000000002
01/02/2025 18:00,43.39,44.185,43.7375,43.855000000000004,43.5775,43.6475,45.0775,53.56
01/02/2025 19:00,41.45,43.287499999999994,42.332499999999996,42.5575,42.052499999999995,42.225,45.59,67.19749999999999
01/02/2025 20:00,40.2875,42.445,41.415,41.762499999999996,41.1825,41.4025,45.43,73.1175
01/02/2025 21:00,34.685,37.215,35.1425,36.5025,33.9075,34.05,39.475,52.41
01/02/2025 22:00,27.3425,33.105000000000004,27.6,30.37,24.035,24.165,37.1375,50.9475
01/02/2025 23:00,25.29,30.6225,25.55,27.6875,22.27,22.3875,34.525000000000006,47.8575
01/03/2024 00:00,21.515,19.622500000000002,23.6925,21.107499999999998,28.505,28.9,21.35,89.07249999999999
01/03/2024 01:00,21.8325,23.2675,22.552500000000002,21.82,25.7325,26.049999999999997,19.002499999999998,81.1225
01/03/2024 02:00,21.295,23.615000000000002,21.53,21.48,24.925,25.2375,16.2525,81.1
01/03/2024 03:00,20.6575,23.0375,20.845,20.8975,24.295,24.6025,15.0575,80.52250000000001
01/03/2024 04:00,18.4125,18.9575,19.885,18.285,21.502499999999998,21.8,16.9575,71.53
01/03/2024 05:00,18.572499999999998,19.08,20.7675,18.392500000000002,22.7475,23.155,22.36,90.42999999999999
01/03/2024 06:00,19.64,20.055,21.4425,19.4775,23.065,23.4,24.9575,78.4175
01/03/2024 07:00,22.235,23.485,24.185000000000002,22.08,27.0625,27.525,26.0975,103.29249999999999
01/03/2024 08:00,26.98,28.927500000000002,28.2825,27.082500000000003,31.78,32.2225,26.575,106.0675
01/03/2024 09:00,67.73,78.5775,60.29,68.9925,66.80499999999999,66.7,40.245000000000005,71.98
01/03/2024 10:00,21.79,22.1325,21.575,21.825,21.7575,21.755,21.0225,21.8475
01/03/2024 11:00,19.63,19.884999999999998,19.4525,19.6625,19.625,19.6225,18.775,19.75
01/03/2024 12:00,17.81,17.8175,17.805,17.8125,17.8125,17.8125,17.7675,17.82
01/03/2024 13:00,17.5075,17.5075,17.5075,17.5075,17.5075,17.5075,17.5075,17.5075
01/03/2024 14:00,16.345,16.345,16.345,16.345,16.345,16.345,16.345,16.345
01/03/2024 15:00,15.82,15.82,15.82,15.82,15.82,15.82,15.82,15.82
01/03/2024 16:00,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.02
01/03/2024 17:00,19.555,19.665,19.4625,19.575,19.572499999999998,19.572499999999998,11.9375,19.68
01/03/2024 18:00,25.9575,24.675,26.4075,25.955,29.7125,29.8675,14.935,48.145
01/03/2024 19:00,25.4175,27.8775,24.0475,25.939999999999998,25.25,25.1725,15.105,66.7
01/03/2024 20:00,21.92,22.82,21.09,22.1625,21.1175,21.01,18.21,30.1725
01/03/2024 21:00,19.2075,19.3475,19.0875,19.235,19.23,19.23,18.3225,19.365000000000002
01/03/2024 22:00,17.925,17.925,17.925,17.925,17.925,17.925,17.925,17.925
01/03/2024 23:00,19.93,19.93,19.93,19.93,19.93,19.93,19.93,19.93
01/03/2025 00:00,23.0275,26.7725,23.41,24.5875,21.310000000000002,21.425,29.9175,42.8
01/03/2025 01:00,23.48,25.3375,23.185,24.435,21.645,21.63,26.06,35.8775
01/03/2025 02:00,23.4675,24.247500000000002,22.75,23.84,21.5075,21.3925,23.8125,39.2775
01/03/2025 03:00,22.765,23.4375,22.177500000000002,23.0875,21.13,21.045,23.0625,36.56
01/03/2025 04:00,22.465,23.09,21.995,22.7625,21.085,21.03,22.740000000000002,36.0225
01/03/2025 05:00,22.35,22.935000000000002,21.9425,22.63,21.12,21.0875,22.605,35.275
01/03/2025 06:00,22.66,23.095,22.355,22.865000000000002,21.747500000000002,21.725,22.86,32.067499999999995
01/03/2025 07:00,24.2175,24.3625,24.115000000000002,24.2875,23.9025,23.9075,24.2875,27.265
01/03/2025 08:00,24.5225,24.5175,24.5575,24.495,24.575,24.5925,24.54,24.869999999999997
01/03/2025 09:00,24.665,24.665,24.6675,24.6625,24.65,24.6675,24.665,24.6725
01/03/2025 10:00,21.71,21.7525,21.61,21.732499999999998,21.67,21.6725,21.8925,21.6925
01/03/2025 11:00,22.39,22.4,22.36,22.395,22.38,22.38,22.4425,22.384999999999998
01/03/2025 12:00,22.995,23.035,22.9075,23.0175,22.9625,22.9625,23.1625,22.9775
01/03/2025 13:00,21.685,21.685,21.685,21.685,21.685,21.685,21.685,21.685
01/03/2025 14:00,19.725,19.744999999999997,19.6775,19.735,19.7075,19.7075,19.807499999999997,19.715
01/03/2025 15:00,19.0425,19.075,18.965,19.060000000000002,19.0125,19.0125,19.197499999999998,19.0175
01/03/2025 16:00,16.505000000000003,16.505000000000003,16.505000000000003,16.505000000000003,16.505000000000003,16.505000000000003,16.505000000000003,16.4975
01/03/2025 17:00,26.7375,26.7825,26.627499999999998,26.759999999999998,26.697499999999998,26.695,26.935000000000002,26.71
01/03/2025 18:00,37.075,37.0775,37.072500000000005,37.0775,37.075,37.075,37.0825,37.075
01/03/2025 19:00,34.4825,34.4825,34.4825,34.4825,34.4825,34.4825,34.4825,34.4825
01/03/2025 20:00,30.9725,30.9725,30.9725,30.9725,30.9725,30.9725,30.9725,30.9725
01/03/2025 21:00,22.56,22.6075,22.4375,22.585,22.515,22.5125,22.78,22.535
01/03/2025 22:00,20.83,21.052500000000002,20.302500000000002,20.94,20.6325,20.625,21.83,20.725
01/03/2025 23:00,20.7575,20.9725,20.2425,20.8625,20.564999999999998,20.56,21.73,20.655
01/04/2024 00:00,18.9125,18.9125,18.9125,18.9125,18.9125,18.9125,18.9125,18.9125
01/04/2024 01:00,19.6625,19.6625,19.6625,19.6625,19.6625,19.6625,19.6625,19.6625
01/04/2024 02:00,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
01/04/2024 03:00,20.9625,20.9625,20.9625,20.9625,20.9625,20.9625,20.9625,20.9625
01/04/2024 04:00,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45
01/04/2024 05:00,22.0625,22.0625,22.0625,22.0625,22.0625,22.0625,22.0625,22.0625
01/04/2024 06:00,22.825,22.825,22.825,22.825,22.825,22.825,22.825,22.825
01/04/2024 07:00,24.575,24.575,24.575,24.575,24.575,24.575,24.575,24.575
01/04/2024 08:00,21.5375,21.5375,21.5375,21.5375,21.5375,21.5375,21.5375,21.5375
01/04/2024 09:00,15.6225,15.915,15.530000000000001,15.6475,15.245000000000001,15.24,15.8675,14.7075
01/04/2024 10:00,16.17,17.3775,14.5825,17.68,12.2225,12.135,17.1125,8.19
01/04/2024 11:00,16.2,17.0425,13.775,18.765,10.84,10.719999999999999,16.75,6.0375
01/04/2024 12:00,15.45,15.962499999999999,12.355,19.07,9.035,8.8975,15.5275,4.1025
01/04/2024 13:00,14.2,14.995,10.567499999999999,18.46,6.577500000000001,6.42,14.260000000000002,0.815
01/04/2024 14:00,11.8825,12.7275,8.9825,15.432500000000001,5.67,5.54,11.905,1.3025
01/04/2024 15:00,10.355,10.345,9.8425,10.895,9.3475,9.3225,10.2825,9.325
01/04/2024 16:00,17.822499999999998,18.572499999999998,17.985,17.84,17.73,17.735,19.425,39.135
01/04/2024 17:00,35.0025,39.8275,29.645,37.265,23.13,22.35,31.012500000000003,81.4375
01/04/2024 18:00,52.0625,55.3175,48.4,53.76,42.42,41.8475,53.4225,86.9125
01/04/2024 19:00,28.115,29.7875,26.38,28.912499999999998,23.42,23.145,28.9125,55.145
01/04/2024 20:00,24.64,25.5,23.9125,25.0175,22.6175,22.53,25.1,40.2125
01/04/2024 21:00,26.0075,27.865,24.28,26.85,21.2875,21.07,26.935,55.81
01/04/2024 22:00,22.53,23.5,21.79,22.9175,20.42,20.3475,23.087500000000002,43.285
01/04/2024 23:00,20.0,20.572499999999998,19.537499999999998,20.2325,18.7025,18.65,20.3125,32.1225
01/04/2025 00:00,18.92,19.09,18.64,19.0225,18.8925,18.9,19.695,27.372500000000002
01/04/2025 01:00,15.865,16.115000000000002,15.615,16.060000000000002,15.995,16.025,17.0075,40.870000000000005
01/04/2025 02:00,15.995000000000001,16.0775,16.16,16.125,16.2825,16.32,16.365,41.4075
01/04/2025 03:00,14.83,14.91,14.995000000000001,15.01,15.1175,15.1525,15.1925,40.0275
01/04/2025 04:00,15.41,15.4925,15.58,15.5975,15.7025,15.7375,15.7825,41.03
01/04/2025 05:00,15.58,15.66,15.745,15.7725,15.870000000000001,15.907499999999999,15.95,41.295
01/04/2025 06:00,17.3525,17.445,17.5325,17.5675,17.6675,17.7025,17.75,44.8925
01/04/2025 07:00,18.3875,18.4775,18.575,18.627499999999998,18.715,18.755,18.7975,46.9125
01/04/2025 08:00,16.0275,16.11,16.197499999999998,16.2375,16.322499999999998,16.3575,16.3975,41.8375
01/04/2025 09:00,16.7,16.73,16.7625,16.77,16.810000000000002,16.82,16.8375,26.1625
01/04/2025 10:00,4.985,5.1175,4.645,5.2325,4.2475,4.2250000000000005,4.875,3.6175
01/04/2025 11:00,0.1775,0.21999999999999997,0.07,0.2575,-0.05750000000000001,-0.065,0.145,-0.25
01/04/2025 12:00,-2.705,-2.695,-2.72,-2.69,-2.7325,-2.735,-2.625,-2.245
01/04/2025 13:00,-4.405,-4.395,-4.4,-4.395,-4.39,-4.3875,-4.135,-2.995
01/04/2025 14:00,-12.9475,-12.905,-12.9375,-12.9125,-12.8725,-12.865,-11.657499999999999,-5.41
01/04/2025 15:00,-16.2425,-16.1825,-16.2275,-16.189999999999998,-16.1425,-16.13,-14.344999999999999,-6.315
01/04/2025 16:00,-18.189999999999998,-18.1275,-18.1725,-18.1425,-18.0825,-18.0675,-16.14,-7.43
01/04/2025 17:00,-9.5075,-9.3825,-9.595,-9.455,-9.445,-9.44,-7.8975,-3.17
01/04/2025 18:00,0.9875,1.225,0.9425,1.0375,1.17,1.2375,0.32500000000000007,15.5225
01/04/2025 19:00,2.925,3.3525,2.7350000000000003,2.9775,3.0,3.1100000000000003,1.22,17.7525
01/04/2025 20:00,-1.185,-0.9125000000000001,-1.27,-1.1075,-0.9999999999999999,-0.9400000000000001,-2.365,13.1775
01/04/2025 21:00,-3.0875,-2.5875000000000004,-3.4050000000000002,-2.8925,-2.9575,-2.94,-5.3975,14.36
01/04/2025 22:00,-4.3225,-4.115,-4.3725000000000005,-4.23,-4.15,-4.13,-5.075,11.3275
01/04/2025 23:00,-17.73,-17.4175,-17.8975,-17.634999999999998,-17.7575,-17.755,-18.915,-4.5075
01/05/2024 00:00,21.2875,21.447499999999998,21.16,21.3525,20.927500000000002,20.9125,21.375,24.7025
01/05/2024 01:00,20.697499999999998,20.8475,20.6325,20.740000000000002,20.4775,20.475,20.86,24.3475
01/05/2024 02:00,19.255,19.595,19.02,19.384999999999998,18.560000000000002,18.54,19.4525,26.9575
01/05/2024 03:00,18.265,18.7025,17.9525,18.435000000000002,17.3575,17.33,18.5125,28.1
01/05/2024 04:00,17.7525,18.877499999999998,16.9375,18.19,15.655,15.59,17.785,41.0175
01/05/2024 05:00,18.13,20.1525,16.465,18.7575,16.9375,16.885,10.7325,35.915
01/05/2024 06:00,17.18,18.25,16.235,17.4675,17.11,17.0975,11.465,21.3475
01/05/2024 07:00,20.2625,21.5325,19.122500000000002,20.6025,20.5525,20.545,13.375,21.9975
01/05/2024 08:00,21.5975,22.0575,21.18,21.7275,21.705,21.7,18.6725,22.235
01/05/2024 09:00,19.015,19.015,19.015,19.015,19.015,19.015,19.015,19.015
01/05/2024 10:00,17.4075,17.105,17.7825,17.2825,19.3875,19.28,17.2325,18.28
01/05/2024 11:00,15.919999999999998,15.525,16.2875,15.822500000000002,17.1575,17.06,15.674999999999999,17.6675
01/05/2024 12:00,14.035,12.6225,15.1775,13.7575,18.0425,17.64,13.185,15.7275
01/05/2024 13:00,3.8425,3.7849999999999997,3.9274999999999998,3.7674999999999996,4.0125,4.055,3.76,0.31500000000000006
01/05/2024 14:00,-0.0025,-0.01,0.005,-0.01,0.01,0.0175,-0.01,-0.3275
01/05/2024 15:00,-0.075,-0.0775,-0.065,-0.08249999999999999,-0.0625,-0.055,-0.08,-0.4475
01/05/2024 16:00,-0.0075,-0.0075,-0.0075,-0.01,-0.0075,-0.005,-0.01,-0.11
01/05/2024 17:00,10.7775,10.7775,10.7775,10.7775,10.7775,10.7775,10.7775,10.7775
01/05/2024 18:00,35.6375,35.6375,35.6375,35.6375,35.6375,35.6375,35.6375,35.6375
01/05/2024 19:00,23.6075,25.285,25.3575,23.905,26.247500000000002,26.54,29.5625,83.48
01/05/2024 20:00,23.509999999999998,25.625,25.7175,23.9875,26.822499999999998,27.195,31.0975,98.5675
01/05/2024 21:00,25.1575,27.68,27.78,25.4575,29.075,29.535,34.325,114.435
01/05/2024 22:00,24.1475,25.7025,25.759999999999998,24.2,26.552500000000002,26.84,29.8,79.535
01/05/2024 23:00,24.345,25.72,25.765,24.47,26.4575,26.7175,29.4275,73.04
01/05/2025 00:00,-29.3175,-29.215,-29.372500000000002,-29.28,-29.3975,-29.4,-29.5175,-24.2925
01/05/2025 01:00,-31.7925,-31.755,-31.79,-31.78,-31.7525,-31.744999999999997,-31.9075,-28.62
01/05/2025 02:00,-31.865000000000002,-31.705,-31.932499999999997,-31.805,-31.8425,-31.8425,-32.427499999999995,-26.25
01/05/2025 03:00,-32.095,-31.3125,-32.205,-31.445,-32.42,-32.405,-32.035,-6.995
01/05/2025 04:00,-31.1925,-29.9625,-31.55,-30.4225,-32.195,-32.195,-31.265,1.74
01/05/2025 05:00,-31.215,-30.79,-31.4875,-31.01,-31.6425,-31.6575,-32.0225,-22.8375
01/05/2025 06:00,-31.765,-31.575,-31.8525,-31.625,-31.7075,-31.705,-32.4875,-26.8625
01/05/2025 07:00,-28.04,-27.21,-28.0775,-27.0,-27.8675,-27.835,-28.6025,-1.4300000000000002
01/05/2025 08:00,-24.7775,-24.072499999999998,-25.1725,-24.2275,-25.105,-25.127499999999998,-26.52,-7.535
01/05/2025 09:00,-21.8075,-21.025,-22.4025,-21.3575,-22.485,-22.535,-24.02,-4.4125
01/05/2025 10:00,-27.445,-27.0125,-27.787499999999998,-27.235,-27.8475,-27.877499999999998,-28.735,-18.555
01/05/2025 11:00,-26.46,-26.17,-26.685,-26.302500000000002,-27.0825,-27.119999999999997,-26.310000000000002,-15.6825
01/05/2025 12:00,-21.3975,-20.9375,-21.810000000000002,-21.17,-22.4325,-22.4975,-19.5525,-8.03
01/05/2025 13:00,-10.14,-9.805,-10.4775,-9.99,-10.99,-11.045,-9.0875,-3.975
01/05/2025 14:00,-6.2825,-6.0825,-6.4875,-6.195,-6.795,-6.825,-5.6825,-2.615
01/05/2025 15:00,-9.95,-9.58,-10.3375,-9.775,-10.9875,-11.055,-9.74,-3.3225
01/05/2025 16:00,-16.7625,-16.1125,-17.490000000000002,-16.4525,-18.695,-18.830000000000002,-16.49,-5.9799999999999995
01/05/2025 17:00,-6.8375,-6.6925,-7.0025,-6.7675,-7.2775,-7.307499999999999,-6.779999999999999,-4.615
01/05/2025 18:00,14.2875,14.265,14.48,14.0825,14.6675,14.73,14.235,8.8925
01/05/2025 19:00,19.4525,19.6025,19.94,19.2675,20.88,20.54,19.622500000000002,23.5725
01/05/2025 20:00,19.1675,19.5125,19.6225,19.015,20.5,20.082500000000003,19.442500000000003,27.345
01/05/2025 21:00,15.64,15.5175,17.0775,15.09,19.85,19.105,16.775,16.9175
01/05/2025 22:00,15.040000000000001,15.5025,15.4575,14.9525,17.619999999999997,17.19,13.15,18.7075
01/05/2025 23:00,18.41,19.79,18.0175,18.705,21.067500000000003,20.655,12.79,21.07
01/06/2024 00:00,23.44,25.259999999999998,25.310000000000002,23.4025,26.2175,26.56,30.2375,87.74000000000001
01/06/2024 01:00,21.7025,23.1675,23.2025,21.7975,23.925,24.200000000000003,27.2225,73.56
01/06/2024 02:00,23.365,25.1025,23.16,23.91,21.865,21.865000000000002,26.8325,61.8125
01/06/2024 03:00,33.6475,38.2575,28.575,36.055,20.265,19.49,35.650000000000006,83.685
01/06/2024 04:00,30.2225,32.15,28.095,31.237499999999997,24.615,24.29,31.045,51.0675
01/06/2024 05:00,34.4475,36.864999999999995,31.7675,35.735,27.4025,26.9925,35.4825,60.629999999999995
01/06/2024 06:00,41.345,42.995,39.515,42.235,36.5325,36.2525,42.057500000000005,59.215
01/06/2024 07:00,51.3275,51.332499999999996,51.32,51.33,51.31,51.3075,51.33,51.394999999999996
01/06/2024 08:00,79.75500000000001,79.75500000000001,79.75500000000001,79.75500000000001,79.75500000000001,79.75500000000001,79.75500000000001,79.75500000000001
01/06/2024 09:00,35.39,35.39,35.39,35.39,35.39,35.39,35.39,35.39
01/06/2024 10:00,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3
01/06/2024 11:00,20.825,20.425,21.247500000000002,20.655,22.1825,22.0775,20.580000000000002,22.75
01/06/2024 12:00,21.182499999999997,20.475,21.697499999999998,20.905,25.105,26.67,20.732499999999998,25.2075
01/06/2024 13:00,16.947499999999998,15.995000000000001,17.9275,16.5625,20.1125,19.8775,16.41,21.2
01/06/2024 14:00,14.7575,14.395,15.125,14.615,15.95,15.86,14.557500000000001,16.3275
01/06/2024 15:00,12.817499999999999,12.717500000000001,12.9225,12.7775,13.155000000000001,13.1275,12.7625,13.245000000000001
01/06/2024 16:00,11.1475,11.1475,11.1475,11.1475,11.1475,11.1475,11.1475,11.1475
01/06/2024 17:00,15.3575,15.015,15.7,15.23,16.475,16.3925,15.1775,16.7775
01/06/2024 18:00,38.4875,38.4875,38.4875,38.4875,38.4875,38.4875,38.4875,38.4875
01/06/2024 19:00,45.055,45.055,45.055,45.055,45.055,45.055,45.055,45.055
01/06/2024 20:00,61.6725,61.6725,61.6725,61.6725,61.6725,61.6725,61.6725,61.6725
01/06/2024 21:00,37.935,37.975,37.9775,37.9375,37.9975,38.004999999999995,38.07,39.34
01/06/2024 22:00,32.652499999999996,33.325,33.35,32.6875,33.69,33.8125,34.9275,56.44
01/06/2024 23:00,38.905,40.3925,38.155,39.47,36.4125,36.3275,40.79,65.47749999999999
01/06/2025 00:00,18.815,20.2525,17.8975,19.165,20.2725,20.0875,12.6325,22.15
01/06/2025 01:00,19.1625,20.2925,18.42,19.0975,21.060000000000002,21.1525,12.71,36.1875
01/06/2025 02:00,19.355,20.6,18.715,19.3775,21.4675,21.58,14.594999999999999,40.225
01/06/2025 03:00,20.495,22.045,19.935000000000002,20.8475,22.8475,22.98,17.2625,46.807500000000005
